"trans.fixed.acidity","trans.volatile.acidity","trans.citric.acid","trans.residual.sugar","trans.chlorides","trans.free.sulfur.dioxide","trans.total.sulfur.dioxide","trans.density","trans.pH","trans.sulphates","trans.alcohol","trans.quality","trans.color","trans.quality.factor"
0.248804417283409,0.0628114184147146,0.209638224409561,1.78939094192508,0.238036187137875,0.676902592586532,0.786640903512622,2.47299015235518,-1.36295590618289,-0.240729977889552,-1.71924916119109,6,"red","Buena"
-0.595425600589394,0.371280814615831,0.0462907262515457,-1.0236996418235,0.488592360389542,-1.36663739097683,-0.0563021630351136,0.0772044926276686,0.735046773808517,0.143553106764642,-0.899840877697416,6,"red","Buena"
1.41830015762848,0.16928683919834,0.536333220725591,0.582227321834214,0.546484536087344,-0.171071121485231,-0.924184329904876,0.457036034138569,0.487314143484482,-0.343788896521071,-0.300446391342316,6,"red","Buena"
0.474531292447199,-0.40663199826909,-0.11705677190647,0.811377896830401,0.954327117468297,0.778475694783218,1.11853068233454,0.629270688248511,0.0319223362493239,-0.788679726301758,-0.490971109452476,6,"red","Buena"
-0.723632722361139,0.56023355960499,-1.42383675717059,0.598037777051561,0.238036187137875,-0.171071121485231,0.0366344972032981,0.388069452161317,-0.0355167352735394,-0.043272590069325,-0.793946306516793,6,"red","Buena"
1.41830015762848,-0.536775707937637,0.781354467962614,-1.09461506450295,0.17011672668461,-0.29900853096543,-0.12674589645107,0.00800867058430104,0.230607216871237,-0.240729977889552,0.459230112740489,6,"red","Buena"
1.41830015762848,0.0628114184147146,0.618006969804598,-1.13186634984687,-0.770246108161482,-1.65942602304822,-1.89931736400229,-1.03496226436858,-1.44356395621696,0.726704170457226,1.15154055962048,5,"red","Mala"
1.89825043902004,-0.40663199826909,0.536333220725591,0.0367386585353127,-0.566754504106095,-1.10387234895847,-0.614339659157199,0.319061265570513,-0.311528234895329,0.489077012709137,-0.690558738518683,5,"red","Mala"
1.21797036922587,-1.12428961557169,0.291311973488568,-1.33980691242135,-0.126572782684364,-1.18867508650991,-1.53547865139334,-0.616638284237444,-0.0355167352735394,1.22204294018775,0.30296512441437,5,"red","Mala"
-0.222671221155305,-1.46912906196975,0.536333220725591,-1.09461506450295,0.17011672668461,0.82845165963529,0.196683818877705,-0.895352111159069,2.05473384926806,0.405950644268651,1.39277895759028,7,"red","Buena"
-0.222671221155305,-1.29163524115958,0.372985722567576,-1.09461506450295,-0.879073741448006,-0.29900853096543,-0.539048536554749,-0.82561039557792,0.423995590188926,0.649371508609733,0.752927541430168,7,"red","Buena"
0.694073084968887,0.737727380415155,0.699680718883606,-1.43541568170176,-0.770246108161482,-1.10387234895847,0.807740325328198,-0.721076927662428,-0.453396972502269,0.489077012709137,0.681742855828938,6,"red","Buena"
-0.345006027409555,0.467281263973904,-1.58718425532861,0.673847674104162,0.17011672668461,0.0725973551744741,-0.0329635961120686,0.594844517968955,0.230607216871237,0.233288050606829,-0.899840877697416,5,"red","Mala"
